source,dir,name,slug,description,home_relative,sha256,lines,bytes,is_link,generic_description
codex,product-vision,编码前脑暴,product-vision,编码前脑暴：辅助完成相关分析、生成或审查任务,.codex\skills\product-vision\SKILL.md,32dda2c321bc3b087e0563fba6bbf8d4411ee9be5411f4e18a561e2ae26bf0c6,55,2404,False,True
codex,production-audit,生产 审计,production-audit,生产 审计：适用于部署发布等场景,.codex\skills\production-audit\SKILL.md,78e73dfafd1a4a0012df7ddbf8e3d501f563c3fb6b0d2424771fff3d3a615cb5,205,7471,False,False
codex,prompt-engineering,Prompt 工程,prompt-engineering,Prompt 工程：辅助完成相关分析、生成或审查任务,.codex\skills\prompt-engineering\SKILL.md,27c9f7917360fb3a5673c171b2611a23ae92114498a05b031003a812c4e0a7ef,143,4502,False,True
codex,prototype,原型,prototype,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.codex\skills\prototype\SKILL.md,6529edacff9caac434bb0e39a0e698aaab9b71b195fec721009b28ff0f370be2,30,2901,False,False
codex,python-best-practices,Python 后端,python-best-practices,Python 后端：框架、ORM、迁移与 API 设计,.codex\skills\python-best-practices\SKILL.md,7d2253320301a9e4b88e34d338649c28dd1d274155fb2c4add9fbd2e31c2669c,284,7387,False,False
codex,qa,QA 会话,qa,QA 会话：辅助完成相关分析、生成或审查任务,.codex\skills\qa\SKILL.md,310d7446389e9eed1ab020da954550f1b74d5440648ab1e99828e2b14470865e,130,4763,False,True
codex,qa-test-planner,测试计划,qa-test-planner,测试计划：辅助完成相关分析、生成或审查任务,.codex\skills\qa-test-planner\SKILL.md,0dec62aca353fae27b74e137ebeae459d215b60e7d05563f8cb5d8fbac430e26,870,19580,True,True
codex,query-expert,SQL 查询专家,query-expert,性能分析与优化：瓶颈定位、包体与运行时改进,.codex\skills\query-expert\SKILL.md,09388c88fb5d5eebfc05ccec8ce64c506ec4a6e47bd6f04aa83b4a7cbd1d9c2e,806,17155,True,False
codex,react-patterns,React 模式,react-patterns,前端工程：组件、状态、构建与 UI 实现,.codex\skills\react-patterns\SKILL.md,3e49a28e1a4a82a0364b9de014da65855da565b27e1f2b1bcc78bcc617392688,284,6782,False,False
codex,recall,回忆,recall,回忆：辅助完成相关分析、生成或审查任务,.codex\skills\recall\SKILL.md,e2f33f72bee50bf1ce8de72cdb740826615178e4c449617323699ad39de57154,19,1187,False,True
codex,recap,回顾,recap,回顾：辅助完成相关分析、生成或审查任务,.codex\skills\recap\SKILL.md,6a2dd6273cb7ea8b77179aae26f6d22ee11c7035faef3a96a6906893afe4bbcd,23,1246,False,True
codex,redesign-existing-projects,0→1 新模块门禁,redesign-existing-projects,0→1 新模块门禁：辅助完成相关分析、生成或审查任务,.codex\skills\redesign-existing-projects\SKILL.md,2ab40e66e05013cc15ee543ea2729a6dc370df15db77b08a37f2787a5a9d3630,180,14970,False,True
codex,redis-patterns,Redis 模式,redis-patterns,Redis 模式：辅助完成相关分析、生成或审查任务,.codex\skills\redis-patterns\SKILL.md,c2ad8bcf72479d75c09ef0b2f7b88c7f3202a332ca3124a45f74c7650149514f,191,4763,False,True
codex,release-notes,Release Notes,release-notes,Release Notes：辅助完成相关分析、生成或审查任务,.codex\skills\release-notes\SKILL.md,cd3b9447a9c34b502d57a8496a13ddaaee6f310476ee9b7f02d471178b3117c4,65,2414,False,True
codex,remember,记住,remember,记住：辅助完成相关分析、生成或审查任务,.codex\skills\remember\SKILL.md,06135269973c75bfe7038edd0643b481941da8a1a60483dcd4470ec38311ce8e,23,1391,False,True
codex,repo-recap,Repo 回顾,repo-recap,Repo 回顾：辅助完成相关分析、生成或审查任务,.codex\skills\repo-recap\SKILL.md,520922a33c6a14f449b5c902031673fd8ede424de0e7aa42bfd2f361967099f7,218,6875,False,True
codex,request-refactor-plan,Request 重构 计划,request-refactor-plan,重构/清理：去重、删死代码与结构收敛,.codex\skills\request-refactor-plan\SKILL.md,7fb373d31c8dac7d69a084e814e24dc057e01f27d01c33a66e7c8c4037f3be42,68,2578,False,False
codex,requesting-code-review,Requesting 代码 审查,requesting-code-review,代码审查：质量、模式、安全与可维护性检查,.codex\skills\requesting-code-review\SKILL.md,f575b105fdf5bb643729a3a72b34e13548da245215df30ed62ea3b7a9acd4648,105,2827,False,False
codex,requirement-clarifier,Requirement Clarifier（需求澄清与 Agent...,requirement-clarifier,模糊需求澄清：整理 Mini-Spec 与可执行 Prompt,.codex\skills\requirement-clarifier\SKILL.md,abec2235c7f22e37f375a25a9725097a9452a06ac0378311f10e1565fc5e7461,125,7340,False,False
codex,retro,Retro,retro,Retro：辅助完成相关分析、生成或审查任务,.codex\skills\retro\SKILL.md,89ea33e0190abe1378e230bd77e8ba578610df31a504feb86ff45f3aa6e6c376,78,2636,False,True
codex,revealjs,Reveal.js 演示,revealjs,Reveal.js 专业 HTML 幻灯片，浏览器直接播放,.codex\skills\revealjs\SKILL.md,566c3bead2332ec15878a5729ccd7922f1fbc6e9ea49de75afdaa4af0bbf2aa0,438,18791,True,False
codex,review,审查,review,把模糊产品想法整理为可评审的产品需求文档（PRD）,.codex\skills\review\SKILL.md,e83e681b3144eec9d85a027c56a620740045ed1fc713c71f449e6a0b94cd13c2,78,4092,False,False
codex,review-resume,SEO 优化,review-resume,SEO 优化：技术审计、页面元数据与结构化数据,.codex\skills\review-resume\SKILL.md,54ec367cc33cc82cdf91dd170113d0b0411084c9d826bad6f6ba20b1e9ecdb96,224,11165,False,False
codex,rezvani-ai-act-readiness,Rezvani AI 法案 就绪,rezvani-ai-act-readiness,DevOps/部署：容器、流水线与环境配置,.codex\skills\rezvani-ai-act-readiness\SKILL.md,001236dbfe66645a125bee0fc67cf73469fc6f1b3885bf119ad70a326de77f55,149,6981,True,False
codex,rezvani-gdpr-audit-prep,当 到 运行,rezvani-gdpr-audit-prep,合规审计：GDPR/SOC2/AI Act 等检查清单,.codex\skills\rezvani-gdpr-audit-prep\SKILL.md,294b310bad2834ea9bee45b904a1e20d1bdce0437e6dba5ef0a97cadddf05fed,165,6679,True,False
codex,rezvani-soc2-audit-prep,当 到 运行,rezvani-soc2-audit-prep,合规审计：GDPR/SOC2/AI Act 等检查清单,.codex\skills\rezvani-soc2-audit-prep\SKILL.md,358fdc0cbbcb54ea6d79ef4c834c46ee88e3b2fcf1be2f8febc6b063b514a02c,152,5950,True,False
codex,rtk-tdd,Rust TDD 工作流,rtk-tdd,测试驱动开发：先写测试再实现，覆盖单元/集成/E2E,.codex\skills\rtk-tdd\SKILL.md,a85f359db38f111d7fac71570b77110ebd177e813a488d7e41595f7a12832877,76,2768,False,False
codex,rtk-triage,/rtk-分诊,rtk-triage,多 Agent 编排：子任务分发、汇总与验证闭环,.codex\skills\rtk-triage\SKILL.md,7a59c30df81539e26cf1bd4861e91bfb7956c555fce5f2d1e994189e0cb9a6bc,235,6273,False,False
codex,rust-systems,Rust 工程,rust-systems,Rust 工程：编译、所有权与 idiomatic 模式,.codex\skills\rust-systems\SKILL.md,03fe53998230decc0dfa526fb9f7d37c643e2076c9373d057d3d5061512192de,190,5133,False,False
codex,savethetokens,上下文 Governor,savethetokens,上下文 Governor：辅助完成相关分析、生成或审查任务,.codex\skills\savethetokens\SKILL.md,866e5bdcb78458d1a29b3a16e0923e33d755791b1bea1109b309062ae04aacf2,202,9538,False,True
codex,scaffold-exercises,脚手架 Exercises,scaffold-exercises,脚手架 Exercises：辅助完成相关分析、生成或审查任务,.codex\skills\scaffold-exercises\SKILL.md,fb8d7205c036a0ffa8f1c10950ad636056f407cb376acdeae2ddd331c437aa63,106,3484,False,True
codex,security-and-hardening,Rust 工程,security-and-hardening,Rust 工程：编译、所有权与 idiomatic 模式,.codex\skills\security-and-hardening\SKILL.md,04ac50890e5c5a257f5b22c0d800f44511a4b84ab4570253db101aeafcdd7e0c,461,18706,False,False
codex,security-guardian,当 到 使用,security-guardian,Hook/自动化：提交前检查与 Agent 工作流钩子,.codex\skills\security-guardian\SKILL.md,d7c769c0379cdc389fddc0094fe0b6fed4d3f5d4bf6c51602fb5c86db8a5100a,506,13646,False,False
codex,security-hardening,Rust 工程,security-hardening,Rust 工程：编译、所有权与 idiomatic 模式,.codex\skills\security-hardening\SKILL.md,8cdbaa5b03ac87c424ba1795613c76b2840efbb9ab92d46c1def1b25de96f98a,205,6043,False,False
codex,sentiment-analysis,Sentiment 分析,sentiment-analysis,Sentiment 分析：辅助完成相关分析、生成或审查任务,.codex\skills\sentiment-analysis\SKILL.md,a61fc5b45c9330f8cd55f5280d04a14234a9df0aaabf65f2da9df5527fcf8f15,85,3381,False,True
codex,session-history,会话 历史,session-history,会话 历史：辅助完成相关分析、生成或审查任务,.codex\skills\session-history\SKILL.md,55dccc40da8bd421c154d3c4d11e71514aa45eb6e7bad7385db7b86c68f9b880,17,1096,False,True
codex,setup-matt-pocock-skills,把模糊产品想法整理为可评审的产品需求文档（PRD）,setup-matt-pocock-skills,把模糊产品想法整理为可评审的产品需求文档（PRD）,.codex\skills\setup-matt-pocock-skills\SKILL.md,b0c3da42ff3d55c55fece2b151f24caa438c439ff0b701a44d172dc95ba2b312,121,6569,False,False
codex,setup-pre-commit,设置 预-提交 Hooks,setup-pre-commit,Hook/自动化：提交前检查与 Agent 工作流钩子,.codex\skills\setup-pre-commit\SKILL.md,0f11cf2b201f5f54ae0d13f98b944442f43b09d91ffe4399bd6042d021264a25,91,2113,False,False
codex,ship,当 到 使用,ship,当 到 使用：辅助完成相关分析、生成或审查任务,.codex\skills\ship\SKILL.md,ca0d4739da1164b72a4bb3589ece226a2785fcb4712c00009df116a67b361555,400,8588,False,True
codex,shipping-and-launch,交付 与 发布,shipping-and-launch,DevOps/部署：容器、流水线与环境配置,.codex\skills\shipping-and-launch\SKILL.md,24f80f36142aa9247553ea7e70652356871b87abf404d9435a2c22ff5345c826,309,9775,False,False
codex,shipping-artifacts,代码审查,shipping-artifacts,代码审查：质量、模式、安全与可维护性检查,.codex\skills\shipping-artifacts\SKILL.md,f434d76d533d8f60ed20845d47ebf64e9ee19c2c91e1893767fa1011ef6da475,81,8349,True,False
codex,skill-scout,当 到 使用,skill-scout,当 到 使用：适用于技能管理等场景,.codex\skills\skill-scout\SKILL.md,9f721c2541092f81ddb0d0976d7f932fa68959cf9d338e73838cdb988ebfc400,139,4363,False,True
codex,skill-stocktake,Skill-盘点,skill-stocktake,Skill-盘点：辅助完成相关分析、生成或审查任务,.codex\skills\skill-stocktake\SKILL.md,ed3062b9c502bfb551e801e21143aeeebbbe67a98cca711bd7e2ff59833a7a99,193,7711,False,True
codex,source-driven-development,文档/ADR,source-driven-development,文档/ADR：架构决策记录与技术说明撰写,.codex\skills\source-driven-development\SKILL.md,cce2e413e28efc05ce47d60a4c879d32980daf1f1651eb1f93999adaca1e28b1,194,8057,False,False
codex,space-url2proto,已弃用 Alias,space-url2proto,已弃用 Alias：辅助完成相关分析、生成或审查任务,.codex\skills\space-url2proto\SKILL.md,3082cb1d0a72b259e436e596e5b2c7f47ff2019cb3f53ac5ad10438d01bbeedf,11,312,False,True
codex,spec-driven-development,规格 Driven Development,spec-driven-development,规格 Driven Development：适用于方案不确定等场景,.codex\skills\spec-driven-development\SKILL.md,d6de0e24850d288704f34f8491d146da7ad2759f8a42a3f8e94a21eb06e7824e,200,7678,False,False
codex,springboot-patterns,后端/Java,springboot-patterns,后端/Java：API、分层架构与持久化,.codex\skills\springboot-patterns\SKILL.md,4effee49be91a56ce3ef8377efb805c39f0f20112fd97b8ffda04b081c4a051f,162,5187,False,False
codex,sprint-plan,Sprint 计划,sprint-plan,Sprint 计划：辅助完成相关分析、生成或审查任务,.codex\skills\sprint-plan\SKILL.md,623312ec06edcc52a901a702e44b2e08ab1a583a5da8f925f964a464bbbaff36,69,2252,False,True
codex,sql-queries,SQL 查询 生成,sql-queries,数据库/SQL： schema 设计、查询优化与迁移,.codex\skills\sql-queries\SKILL.md,08b8dd801be1e70578adc3bcaa405ba58ec43c37c97919ed1567b5008d324299,89,3447,False,False
codex,stakeholder-map,文档/ADR,stakeholder-map,文档/ADR：架构决策记录与技术说明撰写,.codex\skills\stakeholder-map\SKILL.md,0a3ca40b23a95683680e7ac0d9aa860273b460a30833c71772a014e8498e4e77,53,2352,False,False
codex,startup-canvas,Startup Canvas,startup-canvas,Startup Canvas：辅助完成相关分析、生成或审查任务,.codex\skills\startup-canvas\SKILL.md,81a7798aed301aa60cbf1631100fc9c3b381a14f639b4ddda3b07033a2416a21,141,6196,False,True
codex,stitch-design-taste,性能分析与优化,stitch-design-taste,前端工程：组件、状态、构建与 UI 实现,.codex\skills\stitch-design-taste\SKILL.md,75694e4df6e4d5d5e934f0816833454ee5dda0aa09176a7eda56a89e62698be1,186,11715,False,False
codex,strategic-compact,Strategic Compact,strategic-compact,Strategic Compact：辅助完成相关分析、生成或审查任务,.codex\skills\strategic-compact\SKILL.md,1639571554f40bb68e43455d6d5e3b3e22a07b27e226021a90ff736dbb8177ef,130,5208,False,True
codex,strategy-red-team,把模糊产品想法整理为可评审的产品需求文档（PRD）,strategy-red-team,把模糊产品想法整理为可评审的产品需求文档（PRD）,.codex\skills\strategy-red-team\SKILL.md,ca1ffa272e57a1f5979c50cc73dce31da8656978de2c1fe328189287027d23c1,74,4308,True,False
codex,subagent-driven-development,当 到 使用,subagent-driven-development,多 Agent 编排：子任务分发、汇总与验证闭环,.codex\skills\subagent-driven-development\SKILL.md,ad5292072672977bc15d412a3af0edbb08ad972b20d1e163290e62197bb189ed,281,12575,False,False
codex,summarize-interview,Summarize Interview,summarize-interview,Summarize Interview：辅助完成相关分析、生成或审查任务,.codex\skills\summarize-interview\SKILL.md,2a9dcb157cf5927954dd5d9392a8fcd1fd0ae4438bef097a8144bf7f44f82c4c,55,1921,False,True
codex,summarize-meeting,Summarize Meeting,summarize-meeting,Summarize Meeting：辅助完成相关分析、生成或审查任务,.codex\skills\summarize-meeting\SKILL.md,965fb6c07e2284f487ea603e5a0854bcc883b6061f764a6465f923102b47ca5d,83,2874,False,True
codex,swot-analysis,SWOT 分析,swot-analysis,SWOT 分析：辅助完成相关分析、生成或审查任务,.codex\skills\swot-analysis\SKILL.md,a8d935b58548920761f3b4e7bce7c85fc78f432c5cb62b336c315e5b4e16207b,99,3703,False,True
codex,systematic-debugging,系统化排错,systematic-debugging,系统化排错：先复现与定位根因，再提出修复方案,.codex\skills\systematic-debugging\SKILL.md,b5dac30cbd6a3bb757705caf859379c57515cdbf19c356bf787005cd12557485,298,9916,False,False
codex,tactus-design-style,设计 风格 Skill,tactus-design-style,设计 风格 Skill,.codex\skills\tactus-design-style\SKILL.md,75d0a78f7b7c4f19a41cbc3288706fe3e0fcd7c477499135f19bad4c985df2fc,198,7569,False,False
codex,task-intake-bridge,网络诊断,task-intake-bridge,网络诊断：连通性、路由、DNS 与分层排查,.codex\skills\task-intake-bridge\SKILL.md,9d85dd87da22e252d58bdaf66051c54c82d57904e936205cb13a44698a01f588,83,2597,False,False
codex,tdd,测试驱动开发,tdd,测试驱动开发：先写测试再实现，覆盖单元/集成/E2E,.codex\skills\tdd\SKILL.md,3a342ee2383dbbb7b0fd558fc5aeca77d91323a6ddb573f4cf9b6d743ac68983,109,4285,False,False
codex,tdd-rust,RTK TDD 工作流,tdd-rust,测试驱动开发：先写测试再实现，覆盖单元/集成/E2E,.codex\skills\tdd-rust\SKILL.md,ebacb40f480f947c60385e923f52c3e7284a1c47d384662aed373b444fba437c,278,7257,False,False
codex,tdd-workflow,TDD 工作流,tdd-workflow,测试驱动开发：先写测试再实现，覆盖单元/集成/E2E,.codex\skills\tdd-workflow\SKILL.md,acc1b34e3ab92816a2b58ffcdfc52faf6ece015507089207b84c0cf91942a69a,462,12972,False,False
codex,teach,Teach,teach,Teach：辅助完成相关分析、生成或审查任务,.codex\skills\teach\SKILL.md,7175109b15c444c06cfa308e25277e9aea68ec21fd73fd01ab4b54da13020d39,90,5960,False,True
codex,technical-launch-planner,技术发布规划,technical-launch-planner,技术发布规划：辅助完成相关分析、生成或审查任务,.codex\skills\technical-launch-planner\SKILL.md,3101778bcca2f922622f041160f1b699f43604e66bebc3963457d7f8f792d3f7,799,15198,True,True
codex,test-driven-development,测试驱动开发,test-driven-development,测试驱动开发：先写测试再实现，覆盖单元/集成/E2E,.codex\skills\test-driven-development\SKILL.md,fb7492437e6231bd6c29b5309478442096afb05bc7db1d246c0eb736b31cdbe1,373,9916,False,False
codex,test-scenarios,测试 Scenarios,test-scenarios,测试 Scenarios：辅助完成相关分析、生成或审查任务,.codex\skills\test-scenarios\SKILL.md,c70c2364eb0d562a4c07977dab693808060506f21889afa799cb625022017313,89,3326,False,True
codex,testing-strategies,测试 Strategies,testing-strategies,测试 Strategies：辅助完成相关分析、生成或审查任务,.codex\skills\testing-strategies\SKILL.md,566d3d90d4590a08b112f61fe67b373c7d00c269ea555859a9b7f10f76e86dbd,201,5686,False,True
codex,to-issues,把模糊产品想法整理为可评审的产品需求文档（PRD）,to-issues,把模糊产品想法整理为可评审的产品需求文档（PRD）,.codex\skills\to-issues\SKILL.md,49fb9aaf2a9963c862643c67f1086602a0855515487e042fce1e7ffe1257756f,83,3482,False,False
codex,to-prd,把模糊产品想法整理为可评审的产品需求文档（PRD）,to-prd,把模糊产品想法整理为可评审的产品需求文档（PRD）,.codex\skills\to-prd\SKILL.md,08d9218a6bd30c12d2b20fb638270865139421c0de9a84ac802489a7d8cc2d12,74,2918,False,False
codex,triage,分诊,triage,分诊：辅助完成相关分析、生成或审查任务,.codex\skills\triage\SKILL.md,f1d057d62d9ddfac06f76185b1061a905cac0256d47b61b22461ef6686e88827,103,4739,False,True
codex,typescript-advanced,TypeScript Advanced,typescript-advanced,TypeScript Advanced：辅助完成相关分析、生成或审查任务,.codex\skills\typescript-advanced\SKILL.md,93121129f48e2df1409822e2775faf1b159ce05b6162497a1a749aad1a40c41f,180,4602,False,True
codex,typescript-strict-patterns,TypeScript Strict 模式,typescript-strict-patterns,TypeScript Strict 模式：辅助完成相关分析、生成或审查任务,.codex\skills\typescript-strict-patterns\SKILL.md,bbe11353df9f14a88aa3eb0280e163fec098f4c8209963192719b86dcbe12833,129,5160,False,True
codex,ubiquitous-language,Ubiquitous Language,ubiquitous-language,Ubiquitous Language：辅助完成相关分析、生成或审查任务,.codex\skills\ubiquitous-language\SKILL.md,d2bfb4b0696a714c37a8fa2516bbd023c0b5bebe8eca4fa15d446c6ffb0580fb,93,4676,False,True
codex,ui-ux-pro-max,无障碍合规（WCAG）,ui-ux-pro-max,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.codex\skills\ui-ux-pro-max\SKILL.md,2044745461deb409e179d4de4a677a1988f0a5db64371d3f9dca5fc47fafcc49,660,43989,False,False
codex,understand,/理解,understand,/理解：辅助完成相关分析、生成或审查任务,.codex\skills\understand\SKILL.md,f84f4dd9de06d6ab99441664b6c3cb923e30daab465dbde22b74641d0f8fc027,850,45579,False,True
codex,understand-chat,/理解-chat,understand-chat,/理解-chat：辅助完成相关分析、生成或审查任务,.codex\skills\understand-chat\SKILL.md,9c0c29a87a24cc00e79b08f53ffecd6ea7f0a1cba0bcbfa81f0bbe3525de0cc0,54,2982,False,True
codex,understand-dashboard,理解 Dashboard,understand-dashboard,理解 Dashboard：辅助完成相关分析、生成或审查任务,.codex\skills\understand-dashboard\SKILL.md,4876fb37b5cf1cfedd7b16d5df5596ad2fd63a224b38f858f253e99a6d804454,104,5222,False,True
codex,understand-diff,/理解-diff,understand-diff,/理解-diff：辅助完成相关分析、生成或审查任务,.codex\skills\understand-diff\SKILL.md,dfce6414f810c80283df35e748fac0f17174ed6209133bb855ef67331ff0dce8,72,4085,False,True
codex,understand-domain,理解 Domain,understand-domain,理解 Domain：辅助完成相关分析、生成或审查任务,.codex\skills\understand-domain\SKILL.md,408304c5649ca0213c80e9d3550277db2a1f7abcf4ed0cb36950892192921eb9,139,7481,False,True
codex,understand-explain,图谱 结构 参考,understand-explain,前端工程：组件、状态、构建与 UI 实现,.codex\skills\understand-explain\SKILL.md,6fa2a7d8620e292fec7228d74faee8bb76c4705a2c1af8b710adc52f4dd90568,57,3343,False,False
codex,understand-knowledge,理解 Knowledge,understand-knowledge,理解 Knowledge：辅助完成相关分析、生成或审查任务,.codex\skills\understand-knowledge\SKILL.md,0b64155dc184ac6b705bbbe1b772bdd4e30395f2a6b5f54b024705c5d3c29d29,131,5353,False,True
codex,understand-onboard,图谱 结构 参考,understand-onboard,图谱 结构 参考：辅助完成相关分析、生成或审查任务,.codex\skills\understand-onboard\SKILL.md,d21b28147ba7f87bd6ad552307bf72526f9d807a7232dffe23f9109001495cc8,55,3363,False,True
codex,user-personas,User Personas,user-personas,User Personas：辅助完成相关分析、生成或审查任务,.codex\skills\user-personas\SKILL.md,a98e2ba2b2d6bca3ee1df25ca43240d989cb40de9d0960d7b8842e4aa058c432,71,2926,False,True
codex,user-segmentation,User Segmentation,user-segmentation,User Segmentation：辅助完成相关分析、生成或审查任务,.codex\skills\user-segmentation\SKILL.md,3b0ef27c8324a715874ed69c7ca6cc24db8479fb1c5e778a4f984f7796bc9fed,90,4013,False,True
codex,user-stories,User Stories,user-stories,User Stories：辅助完成相关分析、生成或审查任务,.codex\skills\user-stories\SKILL.md,f0b173c9dec8995cc3bd5bc016c41c18897d4af97a242497ec2eb5d37b556d34,77,2848,False,True
codex,using-agent-skills,Skill 工程,using-agent-skills,Skill 工程：编写/验证 SKILL.md 与触发条件设计,.codex\skills\using-agent-skills\SKILL.md,bed1660ded8b8bd42358e1f891e4c8c8f06f3aec6269a0cdc08511a67633265e,189,9852,False,False
codex,using-git-worktrees,编写可执行实施计划,using-git-worktrees,编写可执行实施计划：辅助完成相关分析、生成或审查任务,.codex\skills\using-git-worktrees\SKILL.md,5030dfce1d438199ab90783998d25ff543f34387376671c1635e7587ca5e0a6a,217,7934,False,True
codex,using-superpowers,编码前脑暴,using-superpowers,0→1 新模块门禁：先架构/方案确认，再写实现,.codex\skills\using-superpowers\SKILL.md,d002b0250d80bed728e640b29a9f8ec45583c00413f761ffeabf6bcf4af032c3,49,2134,False,False
codex,va-md-preview,Va Md 预览,va-md-preview,Va Md 预览：辅助完成相关分析、生成或审查任务,.codex\skills\va-md-preview\SKILL.md,edb99d64199817a8441011189bed14ad3c49ebf1163fdba809be78aeafa29f61,61,2043,False,True
codex,va-preview,Va 预览,va-preview,Va 预览：辅助完成相关分析、生成或审查任务,.codex\skills\va-preview\SKILL.md,a4f90b4011c72e6fbdb5f63f82244beec92eb878a901da3352a574de6d1404c7,74,2582,False,True
codex,va-session,Va 会话,va-session,Va 会话：辅助完成相关分析、生成或审查任务,.codex\skills\va-session\SKILL.md,f7072404f08ae42a425727ecbef0a1f1a90fc142cb859c6829d6042a6d1685a9,37,1371,False,True
codex,value-prop-statements,当 到 使用,value-prop-statements,演示文稿处理：创建/编辑 PPT 或 HTML 幻灯片,.codex\skills\value-prop-statements\SKILL.md,94458742b758c14eed5f39fa6154f9390ac8d6dcfad772575189f1164028e45f,54,2944,False,False
codex,value-proposition,Value Proposition,value-proposition,Value Proposition：辅助完成相关分析、生成或审查任务,.codex\skills\value-proposition\SKILL.md,3c7a3b351763140c233ad53ae59bc2c541a727f92022b76e5d01f23a6bed0321,111,5708,False,True
codex,vercel-react-best-practices,性能分析与优化,vercel-react-best-practices,性能分析与优化：瓶颈定位、包体与运行时改进,.codex\skills\vercel-react-best-practices\SKILL.md,64673a58e8d643bb475dcd5a98b4b4b95ea5484ee2e66438ca958433bd505e26,134,5903,False,False
codex,verification-before-completion,验证 在完成之前使用,verification-before-completion,完成前验证：重读验收标准并附 fresh 命令输出,.codex\skills\verification-before-completion\SKILL.md,d3ce0c9163c7f3ee0aa4897a7bddb1e7e12b21de864a175d44e05578b9087071,141,4107,False,False
codex,verification-loop,验证 循环 Skill,verification-loop,验证 循环 Skill：辅助完成相关分析、生成或审查任务,.codex\skills\verification-loop\SKILL.md,e28b4e54b2eba8700e44c8b59ca83dab61bcc406f7ee81753ee8b83ebc5185ee,126,2516,False,True
codex,vibearound,当 到 使用,vibearound,当 到 使用：辅助完成相关分析、生成或审查任务,.codex\skills\vibearound\SKILL.md,d6e51d26fa67743b45bc5981ed406af280d70a4acd4d8b3234758cc3e65bd6d1,46,1620,False,True
codex,web-prototype,Web 原型,web-prototype,前端工程：组件、状态、构建与 UI 实现,.codex\skills\web-prototype\SKILL.md,08ea2b9232cfcb3a82db7a7a5713acd3b9e22e40a6f7a706599bd7d82c8d55c5,278,10522,False,False
codex,websocket-realtime,Websocket Realtime,websocket-realtime,Websocket Realtime：辅助完成相关分析、生成或审查任务,.codex\skills\websocket-realtime\SKILL.md,13c248199e91feea1419876b5b732594618eff98be0db6f2fba7a4a8daaffcb0,202,5476,False,True
codex,windows-desktop-e2e,端到端测试,windows-desktop-e2e,端到端测试：关键用户路径自动化与回归验证,.codex\skills\windows-desktop-e2e\SKILL.md,760a143fa92ccbbc4401f96e2977c1ec0546da721080e6091a958791b62573b6,886,30512,False,False
codex,write-a-skill,Skill 工程,write-a-skill,Skill 工程：编写/验证 SKILL.md 与触发条件设计,.codex\skills\write-a-skill\SKILL.md,fa981866786374c9d89a94176de79b79807fad0e75e0a326a20a2866faabd2a8,117,2984,False,False
codex,writing-beats,编写 Beats,writing-beats,编写 Beats：辅助完成相关分析、生成或审查任务,.codex\skills\writing-beats\SKILL.md,140421fdf4628094f324993dea50c0209e5932dbcfafac315323a7cf2d73a2dd,52,2570,False,True
codex,writing-fragments,编写 Fragments,writing-fragments,编写 Fragments：辅助完成相关分析、生成或审查任务,.codex\skills\writing-fragments\SKILL.md,7e36d9f362f9bb1fc3e00c8363eca9282ba2d25baff1ffc70664715efbbec5f0,75,3065,False,True
codex,writing-plans,编写实施计划,writing-plans,编写可执行实施计划：步骤拆分与验证顺序,.codex\skills\writing-plans\SKILL.md,1babf1c6f541f69888f83bc973141d6d3a7ee91621f17d2d27e071430e86d3c5,154,6133,False,False
codex,writing-shape,编写 Shape,writing-shape,端到端测试：关键用户路径自动化与回归验证,.codex\skills\writing-shape\SKILL.md,2eb70d9127b916956cc850139db3693c2825495dad9dfa0a0dc67340bb39450c,64,4312,False,False
codex,writing-skills,测试驱动开发,writing-skills,测试驱动开发：先写测试再实现，覆盖单元/集成/E2E,.codex\skills\writing-skills\SKILL.md,707f29b25b9b4c430d1a89684e734f05ff044963d73504dc6eb1fcc4cb90b063,657,22655,False,False
codex,wwas,Wwas,wwas,Wwas：辅助完成相关分析、生成或审查任务,.codex\skills\wwas\SKILL.md,fea40e7ce32b7f4d90b4d02c0845d361843fbf404db4b3655446d5aebae6ae25,72,2959,False,True
codex,zero-to-one-gate,Zero-to-One Gate（0→1 架构门禁）,zero-to-one-gate,0→1 新模块门禁：先架构/方案确认，再写实现,.codex\skills\zero-to-one-gate\SKILL.md,7739dda4cd3ca65c427e7c17967f79666309a263355c2b180732ab0c745bac8a,124,5474,False,False
codex,zoom-out,Zoom Out,zoom-out,Zoom Out：辅助完成相关分析、生成或审查任务,.codex\skills\zoom-out\SKILL.md,870e9b300afa0e37f94633708f6ba89d9ccbae84e55327e6ce6898f9b3441c90,7,316,False,True
claude,ab-test-analysis,AB 测试 分析,ab-test-analysis,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.claude\skills\ab-test-analysis\SKILL.md,a2eaad4b7cd6bf7f4bac9e23df6f4bf1a66581b2381ed73afb610690463463c1,84,3416,False,False
claude,accessibility-wcag,无障碍 & WCAG,accessibility-wcag,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.claude\skills\accessibility-wcag\SKILL.md,8441167f2d00b91f05de52deb354acb4809768d77c2101b89c4e8d4a81ecd42d,218,5549,False,False
